,st_time,t10s,t20m
1012,2016-01-01 16:53:18,2,2
1013,2016-01-01 16:54:18,4,2
1014,2016-01-01 16:55:18,1,2
1015,2016-01-01 16:56:18,1,2
1016,2016-01-01 16:57:18,2,2
1017,2016-01-01 16:58:18,2,2
1018,2016-01-01 16:59:18,2,2
1019,2016-01-01 17:00:18,2,2
1020,2016-01-01 17:01:18,2,2
1021,2016-01-01 17:02:17,2,2
1022,2016-01-01 17:03:17,2,2
1023,2016-01-01 17:04:17,2,2
1024,2016-01-01 17:05:16,2,2
1025,2016-01-01 17:06:16,2,2
1026,2016-01-01 17:07:16,3,2
1027,2016-01-01 17:08:16,1,2
1028,2016-01-01 17:09:16,2,2
1029,2016-01-01 17:10:16,2,2
1030,2016-01-01 17:11:16,2,2
1031,2016-01-01 17:12:16,2,2
1032,2016-01-01 17:13:16,2,2
1033,2016-01-01 17:14:16,1,2
1034,2016-01-01 17:15:18,1,2
1035,2016-01-01 17:16:18,2,2
1036,2016-01-01 17:17:18,2,2
1037,2016-01-01 17:18:18,2,2
1038,2016-01-01 17:19:18,2,2
1039,2016-01-01 17:20:18,2,2
1040,2016-01-01 17:21:18,2,2
1041,2016-01-01 17:22:18,2,2
1042,2016-01-01 17:23:18,2,2
1043,2016-01-01 17:24:18,2,2
1044,2016-01-01 17:25:18,2,2
1045,2016-01-01 17:26:18,2,2
1046,2016-01-01 17:27:18,2,2
1047,2016-01-01 17:28:18,2,2
1048,2016-01-01 17:29:18,2,2
1049,2016-01-01 17:30:18,2,2
1050,2016-01-01 17:31:18,2,2
1051,2016-01-01 17:32:18,2,2
1052,2016-01-01 17:33:19,1,2
1053,2016-01-01 17:34:19,2,2
1054,2016-01-01 17:35:19,2,2
1055,2016-01-01 17:36:19,1,2
1056,2016-01-01 17:37:19,4,2
1057,2016-01-01 17:38:19,2,2
1058,2016-01-01 17:39:19,2,2
1059,2016-01-01 17:40:19,2,2
1060,2016-01-01 17:41:19,2,2
1061,2016-01-01 17:42:19,2,2
1062,2016-01-01 17:43:19,2,2
1063,2016-01-01 17:44:19,2,2
1064,2016-01-01 17:45:18,2,2
1065,2016-01-01 17:46:18,1,2
1066,2016-01-01 17:47:18,2,2
1067,2016-01-01 17:48:18,2,2
1068,2016-01-01 17:49:18,1,2
1069,2016-01-01 17:50:18,1,2
1070,2016-01-01 17:51:18,2,2
1071,2016-01-01 17:52:18,2,2
1072,2016-01-01 17:53:18,2,2
1073,2016-01-01 17:54:17,2,2
1074,2016-01-01 17:55:18,2,2
1075,2016-01-01 17:56:18,1,2
1076,2016-01-01 17:57:18,2,2
1077,2016-01-01 17:58:18,2,2
1078,2016-01-01 17:59:18,2,2
1079,2016-01-01 18:00:18,1,2
1080,2016-01-01 18:01:18,1,2
1081,2016-01-01 18:02:18,2,2
1082,2016-01-01 18:03:18,2,2
1083,2016-01-01 18:04:18,2,2
1084,2016-01-01 18:05:18,1,2
1085,2016-01-01 18:06:17,2,2
1086,2016-01-01 18:07:17,2,2
1087,2016-01-01 18:08:17,1,2
1088,2016-01-01 18:09:17,4,2
1089,2016-01-01 18:10:16,2,2
1090,2016-01-01 18:11:16,2,2
1091,2016-01-01 18:12:16,2,2
1092,2016-01-01 18:13:16,2,2
1093,2016-01-01 18:14:16,2,2
1094,2016-01-01 18:15:16,2,2
1095,2016-01-01 18:16:16,2,2
1096,2016-01-01 18:17:16,2,2
1097,2016-01-01 18:18:16,2,2
1098,2016-01-01 18:19:16,2,2
1099,2016-01-01 18:20:16,2,2
1100,2016-01-01 18:21:16,2,2
1101,2016-01-01 18:22:16,2,2
1102,2016-01-01 18:23:16,2,2
1103,2016-01-01 18:24:16,2,2
1104,2016-01-01 18:25:16,2,2
1105,2016-01-01 18:26:16,2,2
1106,2016-01-01 18:27:16,2,2
1107,2016-01-01 18:28:16,2,2
1108,2016-01-01 18:29:16,2,2
1109,2016-01-01 18:30:16,2,2
1110,2016-01-01 18:31:16,2,2
1111,2016-01-01 18:32:16,2,2
1112,2016-01-01 18:33:16,2,2
1113,2016-01-01 18:34:17,2,2
1114,2016-01-01 18:35:17,1,2
1115,2016-01-01 18:36:17,2,2
1116,2016-01-01 18:37:17,2,2
1117,2016-01-01 18:38:17,2,2
1118,2016-01-01 18:39:21,1,2
1119,2016-01-01 18:40:21,2,2
1120,2016-01-01 18:41:21,2,2
1121,2016-01-01 18:42:21,2,2
1122,2016-01-01 18:43:21,2,2
1123,2016-01-01 18:44:21,2,2
1124,2016-01-01 18:45:21,2,2
1125,2016-01-01 18:46:21,2,2
1126,2016-01-01 18:47:21,2,2
1127,2016-01-01 18:48:21,2,2
1128,2016-01-01 18:49:21,1,2
1129,2016-01-01 18:50:21,2,2
1130,2016-01-01 18:51:21,1,2
1131,2016-01-01 18:52:21,2,2
1132,2016-01-01 18:53:21,2,2
1133,2016-01-01 18:54:21,2,2
1134,2016-01-01 18:55:21,2,2
1135,2016-01-01 18:56:21,1,2
1136,2016-01-01 18:57:21,2,2
1137,2016-01-01 18:58:21,2,2
1138,2016-01-01 18:59:21,1,2
1139,2016-01-01 19:00:21,1,2
1140,2016-01-01 19:01:21,1,2
1141,2016-01-01 19:02:21,3,2
1142,2016-01-01 19:03:21,2,2
1143,2016-01-01 19:04:21,2,2
1144,2016-01-01 19:05:21,2,2
1145,2016-01-01 19:06:21,2,2
1146,2016-01-01 19:07:21,2,2
1147,2016-01-01 19:08:21,2,2
1148,2016-01-01 19:09:21,2,2
1149,2016-01-01 19:10:20,2,2
1150,2016-01-01 19:11:19,2,2
1151,2016-01-01 19:12:19,2,2
1152,2016-01-01 19:13:19,2,2
1153,2016-01-01 19:14:19,2,2
1154,2016-01-01 19:15:19,2,2
1155,2016-01-01 19:16:19,2,2
1156,2016-01-01 19:17:19,2,2
1157,2016-01-01 19:18:19,2,2
1158,2016-01-01 19:19:19,2,2
1159,2016-01-01 19:20:19,2,2
1160,2016-01-01 19:21:19,2,2
1161,2016-01-01 19:22:19,2,2
1162,2016-01-01 19:23:19,2,2
1163,2016-01-01 19:24:19,4,2
1164,2016-01-01 19:25:19,2,2
1165,2016-01-01 19:26:19,2,2
1166,2016-01-01 19:27:19,2,2
1167,2016-01-01 19:28:19,1,2
1168,2016-01-01 19:29:19,2,2
1169,2016-01-01 19:30:19,2,2
1170,2016-01-01 19:31:19,2,2
1171,2016-01-01 19:32:19,2,2
1172,2016-01-01 19:33:19,2,2
1173,2016-01-01 19:34:19,2,2
1174,2016-01-01 19:35:19,2,2
1175,2016-01-01 19:36:19,2,2
1176,2016-01-01 19:37:19,1,2
1177,2016-01-01 19:38:19,2,2
1178,2016-01-01 19:39:19,2,2
1179,2016-01-01 19:40:19,2,2
1180,2016-01-01 19:41:20,2,2
1181,2016-01-01 19:42:20,2,2
1182,2016-01-01 19:43:21,2,2
1183,2016-01-01 19:44:21,2,2
1184,2016-01-01 19:45:21,2,2
1185,2016-01-01 19:46:21,2,2
1186,2016-01-01 19:47:21,2,2
1187,2016-01-01 19:48:21,2,2
1188,2016-01-01 19:49:21,1,2
1189,2016-01-01 19:50:21,2,2
1190,2016-01-01 19:51:21,2,2
1191,2016-01-01 19:52:21,2,2
1192,2016-01-01 19:53:21,2,2
1193,2016-01-01 19:54:21,2,2
1194,2016-01-01 19:55:21,2,2
1195,2016-01-01 19:56:21,2,2
1196,2016-01-01 19:57:21,1,2
1197,2016-01-01 19:58:21,1,2
1198,2016-01-01 19:59:21,2,2
1199,2016-01-01 20:00:21,1,2
1200,2016-01-01 20:01:21,1,2
1201,2016-01-01 20:02:21,2,2
1202,2016-01-01 20:03:21,2,2
1203,2016-01-01 20:04:21,2,2
1204,2016-01-01 20:05:21,2,2
1205,2016-01-01 20:06:21,2,2
1206,2016-01-01 20:07:21,3,2
1207,2016-01-01 20:08:20,1,2
1208,2016-01-01 20:09:20,1,2
1209,2016-01-01 20:10:19,2,2
1210,2016-01-01 20:11:19,2,2
1211,2016-01-01 20:12:19,2,2
1212,2016-01-01 20:13:19,2,2
1213,2016-01-01 20:14:19,2,2
1214,2016-01-01 20:15:19,1,2
1215,2016-01-01 20:16:18,2,2
1216,2016-01-01 20:17:18,2,2
1217,2016-01-01 20:18:18,2,2
1218,2016-01-01 20:19:18,2,2
1219,2016-01-01 20:20:18,2,2
1220,2016-01-01 20:21:18,2,2
1221,2016-01-01 20:22:18,2,2
1222,2016-01-01 20:23:18,2,2
1223,2016-01-01 20:24:18,2,2
1224,2016-01-01 20:25:18,2,2
1225,2016-01-01 20:26:18,2,2
1226,2016-01-01 20:27:18,1,2
1227,2016-01-01 20:28:18,2,2
1228,2016-01-01 20:29:18,1,2
1229,2016-01-01 20:30:18,2,2
1230,2016-01-01 20:31:18,2,2
1231,2016-01-01 20:32:18,2,2
1232,2016-01-01 20:33:18,1,2
1233,2016-01-01 20:34:18,2,2
1234,2016-01-01 20:35:18,2,2
1235,2016-01-01 20:36:18,2,2
1236,2016-01-01 20:37:18,1,2
1237,2016-01-01 20:38:18,2,2
1238,2016-01-01 20:39:18,4,2
1239,2016-01-01 20:40:18,2,2
1240,2016-01-01 20:41:18,2,2
1241,2016-01-01 20:42:18,2,2
1242,2016-01-01 20:43:18,2,2
1243,2016-01-01 20:44:18,2,2
1244,2016-01-01 20:45:18,2,2
1245,2016-01-01 20:46:18,1,2
1246,2016-01-01 20:47:18,2,2
1247,2016-01-01 20:48:18,2,2
1248,2016-01-01 20:49:18,2,2
1249,2016-01-01 20:50:18,2,2
1250,2016-01-01 20:51:18,2,2
1251,2016-01-01 20:52:18,2,2
1252,2016-01-01 20:53:18,2,2
1253,2016-01-01 20:54:18,2,2
1254,2016-01-01 20:55:18,1,2
1255,2016-01-01 20:56:18,2,2
1256,2016-01-01 20:57:18,1,2
1257,2016-01-01 20:58:18,2,2
1258,2016-01-01 20:59:18,1,2
1259,2016-01-01 21:00:18,2,2
1260,2016-01-01 21:01:18,2,2
1261,2016-01-01 21:02:18,2,2
1262,2016-01-01 21:03:18,2,2
1263,2016-01-01 21:04:18,1,2
1264,2016-01-01 21:05:18,2,2
1265,2016-01-01 21:06:18,1,2
1266,2016-01-01 21:07:18,2,2
1267,2016-01-01 21:08:18,2,2
1268,2016-01-01 21:09:18,2,2
1269,2016-01-01 21:10:18,1,2
1270,2016-01-01 21:11:18,2,2
1271,2016-01-01 21:12:18,2,2
1272,2016-01-01 21:13:18,2,2
1273,2016-01-01 21:14:17,2,2
1274,2016-01-01 21:15:17,1,2
1275,2016-01-01 21:16:17,1,2
1276,2016-01-01 21:17:17,2,2
1277,2016-01-01 21:18:17,1,2
1278,2016-01-01 21:19:17,1,2
1279,2016-01-01 21:20:17,1,2
1280,2016-01-01 21:21:17,1,2
1281,2016-01-01 21:22:17,5,2
1282,2016-01-01 21:23:18,2,2
1283,2016-01-01 21:24:18,2,2
1284,2016-01-01 21:25:18,2,2
1285,2016-01-01 21:26:18,2,2
1286,2016-01-01 21:27:18,2,2
1287,2016-01-01 21:28:19,2,2
1288,2016-01-01 21:29:19,2,2
1289,2016-01-01 21:30:19,2,2
1290,2016-01-01 21:31:19,2,2
1291,2016-01-01 21:32:19,1,2
1292,2016-01-01 21:33:19,2,2
1293,2016-01-01 21:34:19,2,2
1294,2016-01-01 21:35:19,2,2
1295,2016-01-01 21:36:19,1,2
1296,2016-01-01 21:37:19,2,2
1297,2016-01-01 21:38:19,2,2
1298,2016-01-01 21:39:19,1,2
1299,2016-01-01 21:40:19,2,2
1300,2016-01-01 21:41:19,1,2
1301,2016-01-01 21:42:19,2,2
1302,2016-01-01 21:43:19,2,2
1303,2016-01-01 21:44:19,2,2
1304,2016-01-01 21:45:19,2,2
1305,2016-01-01 21:46:19,2,2
1306,2016-01-01 21:47:19,2,2
1307,2016-01-01 21:48:19,1,2
1308,2016-01-01 21:49:19,1,2
1309,2016-01-01 21:50:19,2,2
1310,2016-01-01 21:51:19,3,2
1311,2016-01-01 21:52:19,2,2
1312,2016-01-01 21:53:19,2,2
1313,2016-01-01 21:54:19,4,2
1314,2016-01-01 21:55:19,1,2
1315,2016-01-01 21:56:19,2,2
1316,2016-01-01 21:57:19,2,2
1317,2016-01-01 21:58:19,2,2
1318,2016-01-01 21:59:19,2,2
1319,2016-01-01 22:00:19,2,2
1320,2016-01-01 22:01:23,2,2
1321,2016-01-01 22:02:23,2,2
1322,2016-01-01 22:03:23,2,2
1323,2016-01-01 22:04:23,2,2
1324,2016-01-01 22:05:23,2,2
1325,2016-01-01 22:06:23,2,2
1326,2016-01-01 22:07:23,2,2
1327,2016-01-01 22:08:23,2,2
1328,2016-01-01 22:09:23,1,2
1329,2016-01-01 22:10:23,1,2
1330,2016-01-01 22:11:23,2,2
1331,2016-01-01 22:12:23,2,2
1332,2016-01-01 22:13:23,2,2
1333,2016-01-01 22:14:22,2,2
1334,2016-01-01 22:15:22,2,2
1335,2016-01-01 22:16:22,2,2
1336,2016-01-01 22:17:22,2,2
1337,2016-01-01 22:18:22,2,2
1338,2016-01-01 22:19:22,2,2
1339,2016-01-01 22:20:22,2,2
1340,2016-01-01 22:21:22,2,2
1341,2016-01-01 22:22:22,1,2
1342,2016-01-01 22:23:22,2,2
1343,2016-01-01 22:24:22,2,2
1344,2016-01-01 22:25:22,2,2
1345,2016-01-01 22:26:22,2,2
1346,2016-01-01 22:27:22,1,2
1347,2016-01-01 22:28:22,1,2
1348,2016-01-01 22:29:22,2,2
1349,2016-01-01 22:30:22,2,2
1350,2016-01-01 22:31:22,2,2
1351,2016-01-01 22:32:22,1,2
1352,2016-01-01 22:33:22,1,2
1353,2016-01-01 22:34:22,2,2
1354,2016-01-01 22:35:22,1,2
1355,2016-01-01 22:36:22,1,2
1356,2016-01-01 22:37:22,3,2
1357,2016-01-01 22:38:22,2,2
1358,2016-01-01 22:39:22,2,2
1359,2016-01-01 22:40:22,1,2
1360,2016-01-01 22:41:22,2,2
1361,2016-01-01 22:42:22,2,2
1362,2016-01-01 22:43:22,1,2
1363,2016-01-01 22:44:22,2,2
1364,2016-01-01 22:45:22,2,2
1365,2016-01-01 22:46:22,2,2
1366,2016-01-01 22:47:22,2,2
1367,2016-01-01 22:48:22,2,2
1368,2016-01-01 22:49:22,2,2
1369,2016-01-01 22:50:22,1,2
1370,2016-01-01 22:51:22,2,2
1371,2016-01-01 22:52:22,2,2
1372,2016-01-01 22:53:22,2,2
1373,2016-01-01 22:54:22,1,2
1374,2016-01-01 22:55:22,2,2
1375,2016-01-01 22:56:22,2,2
1376,2016-01-01 22:57:22,2,2
1377,2016-01-01 22:58:22,1,2
1378,2016-01-01 22:59:22,2,2
1379,2016-01-01 23:00:22,2,2
1380,2016-01-01 23:01:22,1,2
1381,2016-01-01 23:02:22,2,2
1382,2016-01-01 23:03:22,2,2
1383,2016-01-01 23:04:22,1,2
1384,2016-01-01 23:05:22,2,2
1385,2016-01-01 23:06:22,2,2
1386,2016-01-01 23:07:22,2,2
1387,2016-01-01 23:08:22,2,2
1388,2016-01-01 23:09:22,5,2
1389,2016-01-01 23:10:22,1,2
1390,2016-01-01 23:11:22,2,2
1391,2016-01-01 23:12:22,2,2
1392,2016-01-01 23:13:22,2,2
1393,2016-01-01 23:14:22,2,2
1394,2016-01-01 23:15:22,2,2
1395,2016-01-01 23:16:22,2,2
1396,2016-01-01 23:17:22,2,2
1397,2016-01-01 23:18:22,1,2
1398,2016-01-01 23:19:22,1,2
1399,2016-01-01 23:20:22,2,2
1400,2016-01-01 23:21:22,2,2
1401,2016-01-01 23:22:22,2,2
1402,2016-01-01 23:23:22,1,2
1403,2016-01-01 23:24:22,2,2
1404,2016-01-01 23:25:22,2,2
1405,2016-01-01 23:26:22,2,2
1406,2016-01-01 23:27:22,2,2
1407,2016-01-01 23:28:22,2,2
1408,2016-01-01 23:29:22,2,2
1409,2016-01-01 23:30:22,2,2
1410,2016-01-01 23:31:22,2,2
1411,2016-01-01 23:32:22,2,2
1412,2016-01-01 23:33:22,2,2
1413,2016-01-01 23:34:22,2,2
1414,2016-01-01 23:35:22,2,2
1415,2016-01-01 23:36:22,2,2
1416,2016-01-01 23:37:22,1,2
1417,2016-01-01 23:38:22,2,2
1418,2016-01-01 23:39:22,2,2
1419,2016-01-01 23:40:22,2,2
1420,2016-01-01 23:41:22,1,2
1421,2016-01-01 23:42:22,2,2
1422,2016-01-01 23:43:22,1,2
1423,2016-01-01 23:44:22,1,2
1424,2016-01-01 23:45:22,2,2
1425,2016-01-01 23:46:22,2,2
1426,2016-01-01 23:47:22,2,2
1427,2016-01-01 23:48:22,2,2
1428,2016-01-01 23:49:22,2,2
1429,2016-01-01 23:50:22,2,2
1430,2016-01-01 23:51:22,2,2
1431,2016-01-01 23:52:22,4,2
1432,2016-01-01 23:53:22,2,2
1433,2016-01-01 23:54:22,2,2
1434,2016-01-01 23:55:22,1,2
1435,2016-01-01 23:56:22,2,2
1436,2016-01-01 23:57:22,2,2
1437,2016-01-01 23:58:22,2,2
1438,2016-01-01 23:59:22,1,2
1439,2016-01-02 00:00:22,2,2
1440,2016-01-02 00:01:22,2,2
1441,2016-01-02 00:02:22,2,2
1442,2016-01-02 00:03:22,2,2
1443,2016-01-02 00:04:22,2,2
1444,2016-01-02 00:05:22,2,2
1445,2016-01-02 00:06:22,2,2
1446,2016-01-02 00:07:22,2,2
1447,2016-01-02 00:08:22,1,2
1448,2016-01-02 00:09:22,1,2
1449,2016-01-02 00:10:22,1,2
1450,2016-01-02 00:11:22,2,2
1451,2016-01-02 00:12:22,1,2
1452,2016-01-02 00:13:22,2,2
1453,2016-01-02 00:14:22,2,2
1454,2016-01-02 00:15:22,2,2
1455,2016-01-02 00:16:22,2,2
1456,2016-01-02 00:17:22,2,2
1457,2016-01-02 00:18:22,2,2
1458,2016-01-02 00:19:22,2,2
1459,2016-01-02 00:20:22,2,2
1460,2016-01-02 00:21:22,2,2
1461,2016-01-02 00:22:22,1,2
1462,2016-01-02 00:23:22,2,2
1463,2016-01-02 00:24:22,5,2
1464,2016-01-02 00:25:22,1,2
1465,2016-01-02 00:26:22,2,2
1466,2016-01-02 00:27:22,2,2
1467,2016-01-02 00:28:22,1,2
1468,2016-01-02 00:29:22,2,2
1469,2016-01-02 00:30:22,2,2
1470,2016-01-02 00:31:22,2,2
1471,2016-01-02 00:32:22,2,2
1472,2016-01-02 00:33:22,2,2
1473,2016-01-02 00:34:22,2,2
1474,2016-01-02 00:35:22,2,2
1475,2016-01-02 00:36:22,1,2
1476,2016-01-02 00:37:22,2,2
1477,2016-01-02 00:38:22,2,2
1478,2016-01-02 00:39:22,1,2
1479,2016-01-02 00:40:22,2,2
1480,2016-01-02 00:41:22,2,2
1481,2016-01-02 00:42:22,2,2
1482,2016-01-02 00:43:22,1,2
1483,2016-01-02 00:44:22,1,2
1484,2016-01-02 00:45:22,1,2
1485,2016-01-02 00:46:22,2,2
1486,2016-01-02 00:47:22,2,2
1487,2016-01-02 00:48:22,2,2
1488,2016-01-02 00:49:22,1,2
1489,2016-01-02 00:50:22,1,2
1490,2016-01-02 00:51:22,1,2
1491,2016-01-02 00:52:22,2,2
1492,2016-01-02 00:53:22,2,2
1493,2016-01-02 00:54:22,2,2
1494,2016-01-02 00:55:22,1,2
1495,2016-01-02 00:56:22,2,2
1496,2016-01-02 00:57:22,1,2
1497,2016-01-02 00:58:22,2,2
1498,2016-01-02 00:59:22,2,2
1499,2016-01-02 01:00:22,2,2
